,Country,year,value
4227,Senegal,2006,0.42700000000000005
4228,Serbia,2006,0.747
4229,Seychelles,2006,0.72
4230,Sierra Leone,2006,0.35
4231,Singapore,2006,0.871
4232,Slovakia,2006,0.8029999999999999
4233,Slovenia,2006,0.8690000000000001
4234,Solomon Islands,2006,0.49700000000000005
4235,South Africa,2006,0.616
4236,South Sudan,2006,
4237,Spain,2006,0.848
4238,Sri Lanka,2006,0.7240000000000001
4239,Sudan,2006,0.446
4240,Suriname,2006,0.6809999999999999
4241,Sweden,2006,0.902
4242,Switzerland,2006,0.912
4243,Syrian Arab Republic,2006,0.643
4244,Tajikistan,2006,0.599
4245,Tanzania(UnitedRepublicof),2006,0.45799999999999996
4246,Thailand,2006,0.6990000000000001
4247,TheformerYugoslavRepublicofMacedonia,2006,0.708
4248,Timor-Leste,2006,0.536
4249,Togo,2006,0.44299999999999995
4250,Tonga,2006,0.695
4251,Trinidad and Tobago,2006,0.757
4252,Tunisia,2006,0.695
4253,Turkey,2006,0.701
4254,Turkmenistan,2006,
4255,Uganda,2006,0.449
4256,Ukraine,2006,0.721
4257,United Arab Emirates,2006,0.83
4258,United Kingdom,2006,0.889
4259,United States,2006,0.9009999999999999
4260,Uruguay,2006,0.7609999999999999
4261,Uzbekistan,2006,0.634
4262,Vanuatu,2006,0.579
4263,Venezuela(BolivarianRepublicof),2006,0.727
4264,Viet Nam,2006,0.624
4265,Yemen,2006,0.479
4266,Zambia,2006,0.49200000000000005
4267,Zimbabwe,2006,0.435
4268,Afghanistan,2007,0.429
4269,Albania,2007,0.72
4270,Algeria,2007,0.7070000000000001
4271,Andorra,2007,0.8290000000000001
4272,Angola,2007,0.49200000000000005
4273,Antigua and Barbuda,2007,0.778
4274,Argentina,2007,0.792
4275,Armenia,2007,0.72
4276,Aruba,2007,
4277,Australia,2007,0.915
4278,Austria,2007,0.8809999999999999
4279,Azerbaijan,2007,0.7090000000000001
4280,Bahamas,2007,0.789
4281,Bahrain,2007,0.7959999999999999
4282,Bangladesh,2007,0.52
4283,Barbados,2007,0.777
4284,Belarus,2007,0.757
4285,Belgium,2007,0.899
4286,Belize,2007,0.6990000000000001
4287,Benin,2007,0.455
4288,Bhutan,2007,0.535
4289,Bolivia(PlurinationalStateof),2007,0.631
4290,BosniaandHerzegovina,2007,0.7120000000000001
4291,Botswana,2007,0.625
4292,Brazil,2007,0.705
4293,BruneiDarussalam,2007,0.84
4294,Bulgaria,2007,0.764
4295,BurkinaFaso,2007,0.344
4296,Burundi,2007,0.361
4297,CaboVerde,2007,0.619
4298,Cambodia,2007,0.513
4299,Cameroon,2007,0.484
4300,Canada,2007,0.897
4301,Cabo Verde,2007,
4302,CentralAfricanRepublic,2007,0.331
4303,Chad,2007,0.342
4304,Chile,2007,0.795
4305,China,2007,0.675
4306,Colombia,2007,0.7040000000000001
4307,Comoros,2007,0.466
4308,Congo,2007,0.52
4309,Congo(DemocraticRepublicofthe),2007,0.379
4310,Costa Rica,2007,0.742
4311,Croatia,2007,0.8
4312,Cuba,2007,0.77
4313,Cyprus,2007,0.846
4314,Czech Republic,2007,0.85
4315,Côted'Ivoire,2007,0.424
4316,Denmark,2007,0.904
4317,Djibouti,2007,0.426
4318,Dominica,2007,0.715
4319,DominicanRepublic,2007,0.691
4320,Ecuador,2007,0.698
4321,Egypt,2007,0.65
4322,El Salvador,2007,0.6559999999999999
4323,EquatorialGuinea,2007,0.585
4324,Eritrea,2007,0.41100000000000003
4325,Estonia,2007,0.8390000000000001
4326,Eswatini(Kingdomof),2007,0.507
4327,Ethiopia,2007,0.37799999999999995
4328,Fiji,2007,0.7020000000000001
4329,Finland,2007,0.9009999999999999
4330,France,2007,0.8759999999999999
4331,Gabon,2007,0.652
4332,Gambia,2007,0.42700000000000005
4333,Georgia,2007,0.73
4334,Germany,2007,0.915
4335,Ghana,2007,0.53
4336,Greece,2007,0.8490000000000001
4337,Grenada,2007,0.735
4338,Guatemala,2007,0.59
4339,Guinea,2007,0.39
4340,Guinea-Bissau,2007,0.409
4341,Guyana,2007,0.618
4342,Haiti,2007,0.462
4343,Honduras,2007,0.593
4344,Hong Kong,2007,0.887
4345,Hungary,2007,0.813
4346,Iceland,2007,0.897
4347,India,2007,0.556
4348,Indonesia,2007,0.642
4349,Iran(IslamicRepublicof),2007,0.736
4350,Iraq,2007,0.638
4351,Ireland,2007,0.9079999999999999
4352,Israel,2007,0.8809999999999999
4353,Italy,2007,0.866
4354,Jamaica,2007,0.705
4355,Japan,2007,0.88
4356,Jordan,2007,0.735
4357,Kazakhstan,2007,0.759
4358,Kenya,2007,0.514
4359,Kiribati,2007,0.5820000000000001
4360,Republic of Korea,2007,0.8690000000000001
4361,Kuwait,2007,0.7879999999999999
4362,Kyrgyzstan,2007,0.628
4363,LaoPeople'sDemocraticRepublic,2007,0.521
4364,Latvia,2007,0.818
4365,Lebanon,2007,0.743
4366,Lesotho,2007,0.473
4367,Liberia,2007,0.39399999999999996
4368,Libya,2007,0.752
4369,Liechtenstein,2007,0.893
4370,Lithuania,2007,0.825
4371,Luxembourg,2007,0.888
4372,Macau,2007,
4373,Madagascar,2007,0.491
4374,Malawi,2007,0.4
4375,Malaysia,2007,0.75
4376,Maldives,2007,0.6509999999999999
4377,Mali,2007,0.36700000000000005
4378,Malta,2007,0.8270000000000001
4379,MarshallIslands,2007,
4380,Mauritania,2007,0.47600000000000003
4381,Mauritius,2007,0.728
4382,Mexico,2007,0.7390000000000001
4383,Micronesia(FederatedStatesof),2007,0.5920000000000001
4384,Moldova(Republicof),2007,0.6609999999999999
4385,Mongolia,2007,0.672
4386,Montenegro,2007,0.775
4387,Morocco,2007,0.594
4388,Mozambique,2007,0.37799999999999995
4389,Myanmar,2007,0.498
4390,Namibia,2007,0.568
4391,Nepal,2007,0.491
4392,Netherlands,2007,0.904
4393,New Zealand,2007,0.894
4394,Nicaragua,2007,0.607
4395,Niger,2007,0.294
4396,Nigeria,2007,0.479
4397,Norway,2007,0.938
4398,Oman,2007,0.764
4399,Pakistan,2007,0.513
4400,Palau,2007,0.765
4401,Palestine,2007,0.6629999999999999
4402,Panama,2007,0.7509999999999999
4403,PapuaNewGuinea,2007,0.499
4404,Paraguay,2007,0.655
4405,Peru,2007,0.703
4406,Philippines,2007,0.657
4407,Poland,2007,0.8190000000000001
4408,Portugal,2007,0.81
4409,Puerto Rico,2007,
4410,Qatar,2007,0.83
4411,Romania,2007,0.7809999999999999
4412,Russian Federation,2007,0.767
4413,Rwanda,2007,0.445
4414,Saint Kitts and Nevis,2007,0.733
4415,Saint Lucia,2007,0.713
4416,Saint Vincent and Grenadines,2007,0.7090000000000001
4417,Samoa,2007,0.6809999999999999
4418,San Marino,2007,
4419,Sao Tome and Principe,2007,0.53
4420,Saudi Arabia,2007,0.7829999999999999
4421,Senegal,2007,0.436
4422,Serbia,2007,0.7509999999999999
4423,Seychelles,2007,0.741
4424,Sierra Leone,2007,0.363
4425,Singapore,2007,0.878
4426,Slovakia,2007,0.8140000000000001
4427,Slovenia,2007,0.873
4428,Solomon Islands,2007,0.505
4429,South Africa,2007,0.621
4430,South Sudan,2007,
4431,Spain,2007,0.853
4432,Sri Lanka,2007,0.73
4433,Sudan,2007,0.451
4434,Suriname,2007,0.687
4435,Sweden,2007,0.905
4436,Switzerland,2007,0.915
4437,Syrian Arab Republic,2007,0.649
4438,Tajikistan,2007,0.604
4439,Tanzania(UnitedRepublicof),2007,0.46799999999999997
4440,Thailand,2007,0.71
4441,TheformerYugoslavRepublicofMacedonia,2007,0.7120000000000001
4442,Timor-Leste,2007,0.581
4443,Togo,2007,0.441
4444,Tonga,2007,0.698
4445,Trinidad and Tobago,2007,0.768
4446,Tunisia,2007,0.701
4447,Turkey,2007,0.708
4448,Turkmenistan,2007,
4449,Uganda,2007,0.45899999999999996
4450,Ukraine,2007,0.7290000000000001
4451,United Arab Emirates,2007,0.835
4452,United Kingdom,2007,0.892
4453,United States,2007,0.905
4454,Uruguay,2007,0.762
4455,Uzbekistan,2007,0.6459999999999999
4456,Vanuatu,2007,0.5820000000000001
4457,Venezuela(BolivarianRepublicof),2007,0.7440000000000001
4458,Viet Nam,2007,0.632
4459,Yemen,2007,0.48200000000000004
4460,Zambia,2007,0.503
4461,Zimbabwe,2007,0.442
4462,Afghanistan,2008,0.43700000000000006
4463,Albania,2008,0.7240000000000001
4464,Algeria,2008,0.7090000000000001
4465,Andorra,2008,0.831
4466,Angola,2008,0.502
4467,Antigua and Barbuda,2008,0.777
4468,Argentina,2008,0.795
4469,Armenia,2008,0.727
4470,Aruba,2008,
4471,Australia,2008,0.92
4472,Austria,2008,0.884
4473,Azerbaijan,2008,0.7190000000000001
4474,Bahamas,2008,0.79
4475,Bahrain,2008,0.7959999999999999
4476,Bangladesh,2008,0.523
4477,Barbados,2008,0.7809999999999999
4478,Belarus,2008,0.774
4479,Belgium,2008,0.899
4480,Belize,2008,0.7
4481,Benin,2008,0.462
4482,Bhutan,2008,0.5429999999999999
4483,Bolivia(PlurinationalStateof),2008,0.64
4484,BosniaandHerzegovina,2008,0.7190000000000001
4485,Botswana,2008,0.639
4486,Brazil,2008,0.716
4487,BruneiDarussalam,2008,0.84
4488,Bulgaria,2008,0.7709999999999999
4489,BurkinaFaso,2008,0.35700000000000004
4490,Burundi,2008,0.37200000000000005
4491,CaboVerde,2008,0.625
4492,Cambodia,2008,0.521
4493,Cameroon,2008,0.49200000000000005
4494,Canada,2008,0.899
4495,Cabo Verde,2008,
4496,CentralAfricanRepublic,2008,0.337
4497,Chad,2008,0.348
4498,Chile,2008,0.8059999999999999
4499,China,2008,0.685
4500,Colombia,2008,0.71
4501,Comoros,2008,0.47
4502,Congo,2008,0.536
4503,Congo(DemocraticRepublicofthe),2008,0.39
4504,Costa Rica,2008,0.75
4505,Croatia,2008,0.8029999999999999
4506,Cuba,2008,0.78
4507,Cyprus,2008,0.852
4508,Czech Republic,2008,0.8540000000000001
4509,Côted'Ivoire,2008,0.43
4510,Denmark,2008,0.909
4511,Djibouti,2008,0.435
4512,Dominica,2008,0.72
4513,DominicanRepublic,2008,0.695
4514,Ecuador,2008,0.711
4515,Egypt,2008,0.6579999999999999
4516,El Salvador,2008,0.659
4517,EquatorialGuinea,2008,0.586
4518,Eritrea,2008,0.40700000000000003
4519,Estonia,2008,0.841
4520,Eswatini(Kingdomof),2008,0.517
4521,Ethiopia,2008,0.39399999999999996
4522,Fiji,2008,0.703
4523,Finland,2008,0.904
4524,France,2008,0.878
4525,Gabon,2008,0.653
4526,Gambia,2008,0.435
4527,Georgia,2008,0.728
4528,Germany,2008,0.917
4529,Ghana,2008,0.542
4530,Greece,2008,0.857
4531,Grenada,2008,0.7390000000000001
4532,Guatemala,2008,0.598
4533,Guinea,2008,0.396
4534,Guinea-Bissau,2008,0.415
4535,Guyana,2008,0.621
4536,Haiti,2008,0.466
4537,Honduras,2008,0.59
4538,Hong Kong,2008,0.8959999999999999
4539,Hungary,2008,0.818
4540,Iceland,2008,0.89
4541,India,2008,0.564
4542,Indonesia,2008,0.6459999999999999
4543,Iran(IslamicRepublicof),2008,0.741
4544,Iraq,2008,0.643
4545,Ireland,2008,0.9079999999999999
4546,Israel,2008,0.88
4547,Italy,2008,0.868
4548,Jamaica,2008,0.708
4549,Japan,2008,0.8809999999999999
4550,Jordan,2008,0.736
4551,Kazakhstan,2008,0.759
4552,Kenya,2008,0.523
4553,Kiribati,2008,0.585
4554,Republic of Korea,2008,0.8740000000000001
4555,Kuwait,2008,0.789
4556,Kyrgyzstan,2008,0.631
4557,LaoPeople'sDemocraticRepublic,2008,0.529
4558,Latvia,2008,0.821
4559,Lebanon,2008,0.75
4560,Lesotho,2008,0.48
4561,Liberia,2008,0.39899999999999997
4562,Libya,2008,0.757
4563,Liechtenstein,2008,0.899
4564,Lithuania,2008,0.831
4565,Luxembourg,2008,0.89
4566,Macau,2008,
4567,Madagascar,2008,0.5
4568,Malawi,2008,0.41700000000000004
4569,Malaysia,2008,0.7609999999999999
4570,Maldives,2008,0.66
4571,Mali,2008,0.39
4572,Malta,2008,0.8290000000000001
4573,MarshallIslands,2008,
4574,Mauritania,2008,0.47600000000000003
4575,Mauritius,2008,0.7340000000000001
4576,Mexico,2008,0.742
4577,Micronesia(FederatedStatesof),2008,0.596
4578,Moldova(Republicof),2008,0.6659999999999999
4579,Mongolia,2008,0.6829999999999999
4580,Montenegro,2008,0.7859999999999999
4581,Morocco,2008,0.602
4582,Mozambique,2008,0.38799999999999996
4583,Myanmar,2008,0.509
4584,Namibia,2008,0.575
4585,Nepal,2008,0.502
4586,Netherlands,2008,0.9059999999999999
4587,New Zealand,2008,0.894
4588,Nicaragua,2008,0.614
4589,Niger,2008,0.303
4590,Nigeria,2008,0.485
4591,Norway,2008,0.938
4592,Oman,2008,0.782
4593,Pakistan,2008,0.515
4594,Palau,2008,0.764
4595,Palestine,2008,0.66
4596,Panama,2008,0.755
4597,PapuaNewGuinea,2008,0.503
4598,Paraguay,2008,0.664
4599,Peru,2008,0.7120000000000001
4600,Philippines,2008,0.6609999999999999
4601,Poland,2008,0.8240000000000001
4602,Portugal,2008,0.8140000000000001
4603,Puerto Rico,2008,
4604,Qatar,2008,0.835
4605,Romania,2008,0.795
4606,Russian Federation,2008,0.774
4607,Rwanda,2008,0.455
4608,Saint Kitts and Nevis,2008,0.738
4609,Saint Lucia,2008,0.7190000000000001
4610,Saint Vincent and Grenadines,2008,0.71
4611,Samoa,2008,0.685
4612,San Marino,2008,
4613,Sao Tome and Principe,2008,0.53
4614,Saudi Arabia,2008,0.7909999999999999
4615,Senegal,2008,0.445
4616,Serbia,2008,0.757
4617,Seychelles,2008,0.741
4618,Sierra Leone,2008,0.373
4619,Singapore,2008,0.883
4620,Slovakia,2008,0.8220000000000001
4621,Slovenia,2008,0.878
4622,Solomon Islands,2008,0.504
4623,South Africa,2008,0.633
4624,South Sudan,2008,
4625,Spain,2008,0.856
4626,Sri Lanka,2008,0.738
4627,Sudan,2008,0.46299999999999997
4628,Suriname,2008,0.691
4629,Sweden,2008,0.9009999999999999
4630,Switzerland,2008,0.917
4631,Syrian Arab Republic,2008,0.6459999999999999
4632,Tajikistan,2008,0.618
4633,Tanzania(UnitedRepublicof),2008,0.47700000000000004
4634,Thailand,2008,0.7140000000000001
4635,TheformerYugoslavRepublicofMacedonia,2008,0.728
4636,Timor-Leste,2008,0.599
4637,Togo,2008,0.44
4638,Tonga,2008,0.7020000000000001
4639,Trinidad and Tobago,2008,0.773
4640,Tunisia,2008,0.7070000000000001
4641,Turkey,2008,0.71
4642,Turkmenistan,2008,
4643,Uganda,2008,0.47
4644,Ukraine,2008,0.733
4645,United Arab Emirates,2008,0.838
4646,United Kingdom,2008,0.8959999999999999
4647,United States,2008,0.91
4648,Uruguay,2008,0.7659999999999999
4649,Uzbekistan,2008,0.653
4650,Vanuatu,2008,0.589
4651,Venezuela(BolivarianRepublicof),2008,0.753
4652,Viet Nam,2008,0.64
4653,Yemen,2008,0.485
4654,Zambia,2008,0.517
4655,Zimbabwe,2008,0.439
4656,Afghanistan,2009,0.45299999999999996
4657,Albania,2009,0.7290000000000001
4658,Algeria,2009,0.7190000000000001
4659,Andorra,2009,0.83
4660,Angola,2009,0.522
4661,Antigua and Barbuda,2009,0.77
4662,Argentina,2009,0.799
4663,Armenia,2009,0.7240000000000001
4664,Aruba,2009,
4665,Australia,2009,0.9209999999999999
4666,Austria,2009,0.8859999999999999
4667,Azerbaijan,2009,0.736
4668,Bahamas,2009,0.787
4669,Bahrain,2009,0.794
4670,Bangladesh,2009,0.535
4671,Barbados,2009,0.7829999999999999
4672,Belarus,2009,0.784
4673,Belgium,2009,0.899
4674,Belize,2009,0.6990000000000001
4675,Benin,2009,0.46799999999999997
4676,Bhutan,2009,0.5539999999999999
4677,Bolivia(PlurinationalStateof),2009,0.647
4678,BosniaandHerzegovina,2009,0.72
4679,Botswana,2009,0.648
4680,Brazil,2009,0.718
4681,BruneiDarussalam,2009,0.8420000000000001
4682,Bulgaria,2009,0.774
4683,BurkinaFaso,2009,0.366
4684,Burundi,2009,0.387
4685,CaboVerde,2009,0.626
4686,Cambodia,2009,0.521
4687,Cameroon,2009,0.499
4688,Canada,2009,0.899
4689,Cabo Verde,2009,
4690,CentralAfricanRepublic,2009,0.34299999999999997
4691,Chad,2009,0.363
4692,Chile,2009,0.804
4693,China,2009,0.6940000000000001
4694,Colombia,2009,0.715
4695,Comoros,2009,0.47600000000000003
4696,Congo,2009,0.55
4697,Congo(DemocraticRepublicofthe),2009,0.397
4698,Costa Rica,2009,0.752
4699,Croatia,2009,0.802
4700,Cuba,2009,0.782
4701,Cyprus,2009,0.856
4702,Czech Republic,2009,0.857
4703,Côted'Ivoire,2009,0.43700000000000006
4704,Denmark,2009,0.9059999999999999
4705,Djibouti,2009,0.441
4706,Dominica,2009,0.72
4707,DominicanRepublic,2009,0.696
4708,Ecuador,2009,0.7120000000000001
4709,Egypt,2009,0.66
4710,El Salvador,2009,0.659
4711,EquatorialGuinea,2009,0.589
4712,Eritrea,2009,0.41600000000000004
4713,Estonia,2009,0.8390000000000001
4714,Eswatini(Kingdomof),2009,0.527
4715,Ethiopia,2009,0.401
4716,Fiji,2009,0.7070000000000001
4717,Finland,2009,0.899
4718,France,2009,0.878
4719,Gabon,2009,0.6609999999999999
4720,Gambia,2009,0.43799999999999994
4721,Georgia,2009,0.731
4722,Germany,2009,0.917
4723,Ghana,2009,0.547
4724,Greece,2009,0.858
4725,Grenada,2009,0.738
4726,Guatemala,2009,0.604
4727,Guinea,2009,0.39899999999999997
4728,Guinea-Bissau,2009,0.42100000000000004
4729,Guyana,2009,0.624
4730,Haiti,2009,0.47
4731,Honduras,2009,0.591
4732,Hong Kong,2009,0.898
4733,Hungary,2009,0.818
4734,Iceland,2009,0.89
4735,India,2009,0.57
4736,Indonesia,2009,0.6559999999999999
4737,Iran(IslamicRepublicof),2009,0.747
4738,Iraq,2009,0.6459999999999999
4739,Ireland,2009,0.9059999999999999
4740,Israel,2009,0.882
4741,Italy,2009,0.868
4742,Jamaica,2009,0.7090000000000001
4743,Japan,2009,0.88
4744,Jordan,2009,0.7340000000000001
4745,Kazakhstan,2009,0.763
4746,Kenya,2009,0.5329999999999999
4747,Kiribati,2009,0.584
4748,Republic of Korea,2009,0.8690000000000001
4749,Kuwait,2009,0.79
4750,Kyrgyzstan,2009,0.636
4751,LaoPeople'sDemocraticRepublic,2009,0.539
4752,Latvia,2009,0.818
4753,Lebanon,2009,0.7559999999999999
4754,Lesotho,2009,0.489
4755,Liberia,2009,0.40399999999999997
4756,Libya,2009,0.755
4757,Liechtenstein,2009,0.899
4758,Lithuania,2009,0.8220000000000001
4759,Luxembourg,2009,0.883
4760,Macau,2009,
4761,Madagascar,2009,0.503
4762,Malawi,2009,0.431
4763,Malaysia,2009,0.765
4764,Maldives,2009,0.66
4765,Mali,2009,0.39799999999999996
4766,Malta,2009,0.83
4767,MarshallIslands,2009,
4768,Mauritania,2009,0.484
4769,Mauritius,2009,0.741
4770,Mexico,2009,0.743
4771,Micronesia(FederatedStatesof),2009,0.603
4772,Moldova(Republicof),2009,0.662
4773,Mongolia,2009,0.6890000000000001
4774,Montenegro,2009,0.7879999999999999
4775,Morocco,2009,0.608
4776,Mozambique,2009,0.397
4777,Myanmar,2009,0.519
4778,Namibia,2009,0.583
4779,Nepal,2009,0.514
4780,Netherlands,2009,0.9059999999999999
4781,New Zealand,2009,0.898
4782,Nicaragua,2009,0.615
4783,Niger,2009,0.308
4784,Nigeria,2009,0.49
4785,Norway,2009,0.938
4786,Oman,2009,0.789
4787,Pakistan,2009,0.522
4788,Palau,2009,0.767
4789,Palestine,2009,0.67
4790,Panama,2009,0.7559999999999999
4791,PapuaNewGuinea,2009,0.51
4792,Paraguay,2009,0.659
4793,Peru,2009,0.715
4794,Philippines,2009,0.659
4795,Poland,2009,0.828
4796,Portugal,2009,0.8170000000000001
4797,Puerto Rico,2009,
4798,Qatar,2009,0.833
4799,Romania,2009,0.7979999999999999
4800,Russian Federation,2009,0.7709999999999999
4801,Rwanda,2009,0.47
4802,Saint Kitts and Nevis,2009,0.74
4803,Saint Lucia,2009,0.7240000000000001
4804,Saint Vincent and Grenadines,2009,0.713
4805,Samoa,2009,0.687
4806,San Marino,2009,
4807,Sao Tome and Principe,2009,0.5379999999999999
4808,Saudi Arabia,2009,0.7959999999999999
4809,Senegal,2009,0.449
4810,Serbia,2009,0.759
4811,Seychelles,2009,0.741
4812,Sierra Leone,2009,0.381
4813,Singapore,2009,0.884
4814,Slovakia,2009,0.8240000000000001
4815,Slovenia,2009,0.878
4816,Solomon Islands,2009,0.49700000000000005
4817,South Africa,2009,0.642
4818,South Sudan,2009,
4819,Spain,2009,0.858
4820,Sri Lanka,2009,0.74
4821,Sudan,2009,0.46799999999999997
4822,Suriname,2009,0.677
4823,Sweden,2009,0.899
4824,Switzerland,2009,0.927
4825,Syrian Arab Republic,2009,0.648
4826,Tajikistan,2009,0.62
4827,Tanzania(UnitedRepublicof),2009,0.486
4828,Thailand,2009,0.718
4829,TheformerYugoslavRepublicofMacedonia,2009,0.731
4830,Timor-Leste,2009,0.61
4831,Togo,2009,0.449
4832,Tonga,2009,0.706
4833,Trinidad and Tobago,2009,0.772
4834,Tunisia,2009,0.71
4835,Turkey,2009,0.718
4836,Turkmenistan,2009,
4837,Uganda,2009,0.47700000000000004
4838,Ukraine,2009,0.727
4839,United Arab Emirates,2009,0.835
4840,United Kingdom,2009,0.899
4841,United States,2009,0.91
4842,Uruguay,2009,0.778
4843,Uzbekistan,2009,0.659
4844,Vanuatu,2009,0.59
4845,Venezuela(BolivarianRepublicof),2009,0.753
4846,Viet Nam,2009,0.6559999999999999
4847,Yemen,2009,0.491
4848,Zambia,2009,0.5329999999999999
4849,Zimbabwe,2009,0.45
4850,Afghanistan,2010,0.46299999999999997
4851,Albania,2010,0.741
4852,Algeria,2010,0.7290000000000001
4853,Andorra,2010,0.828
4854,Angola,2010,0.52
4855,Antigua and Barbuda,2010,0.7659999999999999
4856,Argentina,2010,0.813
4857,Armenia,2010,0.728
4858,Aruba,2010,
4859,Australia,2010,0.9229999999999999
4860,Austria,2010,0.895
4861,Azerbaijan,2010,0.74
4862,Bahamas,2010,0.789
4863,Bahrain,2010,0.7959999999999999
4864,Bangladesh,2010,0.545
4865,Barbados,2010,0.782
4866,Belarus,2010,0.792
4867,Belgium,2010,0.903
4868,Belize,2010,0.6990000000000001
4869,Benin,2010,0.473
4870,Bhutan,2010,0.5660000000000001
4871,Bolivia(PlurinationalStateof),2010,0.649
4872,BosniaandHerzegovina,2010,0.713
4873,Botswana,2010,0.66
4874,Brazil,2010,0.727
4875,BruneiDarussalam,2010,0.8420000000000001
4876,Bulgaria,2010,0.779
4877,BurkinaFaso,2010,0.375
4878,Burundi,2010,0.395
4879,CaboVerde,2010,0.629
4880,Cambodia,2010,0.537
4881,Cameroon,2010,0.506
4882,Canada,2010,0.902
4883,Cabo Verde,2010,
4884,CentralAfricanRepublic,2010,0.35100000000000003
4885,Chad,2010,0.371
4886,Chile,2010,0.8079999999999999
4887,China,2010,0.706
4888,Colombia,2010,0.7190000000000001
4889,Comoros,2010,0.48200000000000004
4890,Congo,2010,0.557
4891,Congo(DemocraticRepublicofthe),2010,0.40700000000000003
4892,Costa Rica,2010,0.754
4893,Croatia,2010,0.8079999999999999
4894,Cuba,2010,0.779
4895,Cyprus,2010,0.85
4896,Czech Republic,2010,0.862
4897,Côted'Ivoire,2010,0.442
4898,Denmark,2010,0.91
4899,Djibouti,2010,0.449
4900,Dominica,2010,0.722
4901,DominicanRepublic,2010,0.703
4902,Ecuador,2010,0.715
4903,Egypt,2010,0.665
4904,El Salvador,2010,0.6709999999999999
4905,EquatorialGuinea,2010,0.581
4906,Eritrea,2010,0.41600000000000004
4907,Estonia,2010,0.845
4908,Eswatini(Kingdomof),2010,0.5379999999999999
4909,Ethiopia,2010,0.41200000000000003
4910,Fiji,2010,0.711
4911,Finland,2010,0.903
4912,France,2010,0.882
4913,Gabon,2010,0.665
4914,Gambia,2010,0.441
4915,Georgia,2010,0.735
4916,Germany,2010,0.9209999999999999
4917,Ghana,2010,0.5539999999999999
4918,Greece,2010,0.856
4919,Grenada,2010,0.743
4920,Guatemala,2010,0.611
4921,Guinea,2010,0.40399999999999997
4922,Guinea-Bissau,2010,0.426
4923,Guyana,2010,0.63
4924,Haiti,2010,0.47
4925,Honduras,2010,0.596
4926,Hong Kong,2010,0.9009999999999999
4927,Hungary,2010,0.823
4928,Iceland,2010,0.8909999999999999
4929,India,2010,0.581
4930,Indonesia,2010,0.6609999999999999
4931,Iran(IslamicRepublicof),2010,0.755
4932,Iraq,2010,0.649
4933,Ireland,2010,0.909
4934,Israel,2010,0.887
4935,Italy,2010,0.87
4936,Jamaica,2010,0.7120000000000001
4937,Japan,2010,0.885
4938,Jordan,2010,0.728
4939,Kazakhstan,2010,0.765
4940,Kenya,2010,0.5429999999999999
4941,Kiribati,2010,0.59
4942,Republic of Korea,2010,0.884
4943,Kuwait,2010,0.792
4944,Kyrgyzstan,2010,0.636
4945,LaoPeople'sDemocraticRepublic,2010,0.546
4946,Latvia,2010,0.816
4947,Lebanon,2010,0.758
4948,Lesotho,2010,0.493
4949,Liberia,2010,0.40700000000000003
4950,Libya,2010,0.755
4951,Liechtenstein,2010,0.904
4952,Lithuania,2010,0.8240000000000001
4953,Luxembourg,2010,0.889
4954,Macau,2010,
4955,Madagascar,2010,0.504
4956,Malawi,2010,0.441
4957,Malaysia,2010,0.772
4958,Maldives,2010,0.6709999999999999
4959,Mali,2010,0.40299999999999997
4960,Malta,2010,0.843
4961,MarshallIslands,2010,
4962,Mauritania,2010,0.48700000000000004
4963,Mauritius,2010,0.7490000000000001
4964,Mexico,2010,0.743
4965,Micronesia(FederatedStatesof),2010,0.608
4966,Moldova(Republicof),2010,0.67
4967,Mongolia,2010,0.6970000000000001
4968,Montenegro,2010,0.7929999999999999
4969,Morocco,2010,0.616
4970,Mozambique,2010,0.40299999999999997
4971,Myanmar,2010,0.53
4972,Namibia,2010,0.594
4973,Nepal,2010,0.529
4974,Netherlands,2010,0.91
4975,New Zealand,2010,0.899
4976,Nicaragua,2010,0.621
4977,Niger,2010,0.318
4978,Nigeria,2010,0.484
4979,Norway,2010,0.9420000000000001
4980,Oman,2010,0.7929999999999999
4981,Pakistan,2010,0.526
4982,Palau,2010,0.769
4983,Palestine,2010,0.672
4984,Panama,2010,0.758
4985,PapuaNewGuinea,2010,0.52
4986,Paraguay,2010,0.675
4987,Peru,2010,0.7170000000000001
4988,Philippines,2010,0.665
4989,Poland,2010,0.835
4990,Portugal,2010,0.8220000000000001
4991,Puerto Rico,2010,
4992,Qatar,2010,0.825
4993,Romania,2010,0.797
4994,Russian Federation,2010,0.78
4995,Rwanda,2010,0.485
4996,Saint Kitts and Nevis,2010,0.745
4997,Saint Lucia,2010,0.731
4998,Saint Vincent and Grenadines,2010,0.715
4999,Samoa,2010,0.693
5000,San Marino,2010,
5001,Sao Tome and Principe,2010,0.542
5002,Saudi Arabia,2010,0.8079999999999999
5003,Senegal,2010,0.456
5004,Serbia,2010,0.759
5005,Seychelles,2010,0.747
5006,Sierra Leone,2010,0.385
5007,Singapore,2010,0.909
5008,Slovakia,2010,0.8290000000000001
5009,Slovenia,2010,0.882
5010,Solomon Islands,2010,0.507
5011,South Africa,2010,0.649
5012,South Sudan,2010,0.413
5013,Spain,2010,0.865
5014,Sri Lanka,2010,0.745
5015,Sudan,2010,0.47
5016,Suriname,2010,0.703
5017,Sweden,2010,0.905
5018,Switzerland,2010,0.932
5019,Syrian Arab Republic,2010,0.644
5020,Tajikistan,2010,0.634
